id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
Kit Hot Chocolate Premium_11019,"Kit Hot Chocolate Premium","Este kit será como traer la navidad del polo norte a casa! En donde un chocolate caliente con masmelos y galletas de mantequilla serán la compañía perfecta para una dulce e increíble navidad. Envíos a todo el país. 
 
  Recibe este producto en: 1 - 4 días laborales",https://almadelascosas.com/wp-content/uploads/2021/11/kit_chocolate_caliente_alma_de_las_cosas_7.jpg,https://almadelascosas.com/producto/kit-hot-chocolate-premium/,"Black Friday, Día sin IVA, Regalos, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",79000COP,in stock,Kit Hot Chocolate Premium_11019,,"https://almadelascosas.com/wp-content/uploads/2021/11/kit_chocolate_caliente_alma_de_las_cosas_6.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_chocolate_caliente_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_chocolate_caliente_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas_7.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_chocolate_caliente_alma_de_las_cosas.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,79000COP,new,published,,,,,,,
Kit Café Navidad - Edición Limitada_10886,"Kit Café Especial","¡Para los amantes del café! Llegó la cajita más especial de todas para esas personas que aman una buena taza de café en la mañana. Lo más especial de todo es que mientras prepara su taza de café puede escuchar los clásicos infaltables para navidad escaneando el QR en Spotify con una selección de las mejores canciones decembrinas! Envíos a todo el país. 
 
  Recibe este producto en: 1 - 4 días laborales o programa la fecha de entrega",https://almadelascosas.com/wp-content/uploads/2021/11/Sin-titulo-2.jpg,https://almadelascosas.com/producto/kit-cafe-navidad-edicion-limitada/,"Black Friday, Día del Hombre, Día sin IVA, Regalos, Regalos para mí, Regalos para papá y mamá, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",99800COP,in stock,Kit Café Navidad - Edición Limitada_10886,,"https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/11/kit_de_cafe_navidad_alma_de_las_cosas_5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,99800COP,new,published,,,,,,,
AVF_10822,"Ritual de año viejo - frasco","Regala algo diferente y significativo en esta navidad. 
 
Comparte con quienes más quieres este kit de buenos deseos para la noche de año nuevo y recibe este 2022 con las mejores energías.",https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.01-PM-1.jpeg,https://almadelascosas.com/producto/ritual-de-ano-viejo-frasco/,"Navidad, Regalos, Inicio de Año, Regalos para mí, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",32000COP,in stock,AVF_10822,,"https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.02-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.01-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.02-PM-1.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,32000COP,new,published,,,,,,,
AVB_10814,"Ritual de año viejo - bolsa","Regala algo diferente y significativo en esta navidad. 
 
Comparte con quienes más quieres este kit de buenos deseos para la noche de año nuevo y recibe este 2022 con las mejores energías.",https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.03-PM.jpeg,https://almadelascosas.com/producto/ritual-de-ano-viejo-bolsa/,"Navidad, Regalos, Inicio de Año, Regalos para mí, Regalos para una amistad","Alma de las Cosas",22000COP,in stock,AVB_10814,,"https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.03-PM-1.jpeg,https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.04-PM.jpeg,https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.04-PM-1.jpeg,https://almadelascosas.com/wp-content/uploads/2021/11/WhatsApp-Image-2021-11-04-at-6.31.03-PM-2.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,22000COP,new,published,,,,,,,
CS_10486,"Caja de sueños 2022","Este ritual es una oportunidad para soñar, para escribir tus propósitos y ver cómo estos llenan de luz el nuevo año 2022.Es una experiencia guiada que a través de una lista de sueños te invita a reflexionar y a encender la esperanza en tu vida.Este productos se envía desde: MedellínRecibe este producto en : 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/caja-suenos-2022-11.jpg,https://almadelascosas.com/producto/caja-de-suenos-2022/,"Inicio de Año, Papelería especial, Regalos, Regalos para mí, Regalos para papá y mamá, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",33000COP,in stock,CS_10486,,"https://almadelascosas.com/wp-content/uploads/2021/10/caja-suenos-2022-06.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/caja-suenos-2022-09.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/caja-suenos-2022-13.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,33000COP,new,published,,,,,,,
Set x 2 llaveros personalizables_10680,"Set x 2 llaveros personalizables","¡Llévame siempre contigo! Este set x 2 de llaveros en madera es perfecto para compartir con alguien especial y llevar siempre una partecita del otro.",https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-6-03-scaled.jpg,https://almadelascosas.com/producto/set-x-2-llaveros-personalizables/,"Black Friday, Día del Hombre, Día sin IVA, Regalos, Sin categorizar, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",48000COP,in stock,Set x 2 llaveros personalizables_10680,,"https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-6-02-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-6_Mesa-de-trabajo-1-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-6-05-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-6-04-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,48000COP,new,published,,,,,,,
wc_post_id_10540,"Kit Padrino Matrimonio","¡Eres muy especial  para nosotros! Por eso tenemos una pregunta importante que hacerte, ¿Quieres ser nuestro padrino de matrimonio? Esta propuesta de padrino de matrimonio será inolvidable para esa persona especial que quieres que sea parte de tu día. Envíos a todo el país. 
 
  Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas-e1634861846323.jpg,https://almadelascosas.com/producto/kit-padrino-matrimonio/,"Día sin IVA, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",84800COP,in stock,wc_post_id_10540,,"https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas_6.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_anuncio_padrino_alma_de_las_cosas_5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,84800COP,new,published,,,,,,,
wc_post_id_10472,"Kit Madrina Matrimonio","¡Eres muy especial  para nosotros! Por eso tenemos una pregunta importante que hacerte, ¿Quieres ser nuestra madrina de matrimonio? Esta propuesta de madrina de matrimonio será inolvidable para esa persona especial que quieres que sea parte de tu día. Envíos a todo el país. 
 
  Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/Kit_madrina_alma_de_las_cosas_2.jpg,https://almadelascosas.com/producto/kit-madrina-matrimonio/,"Black Friday, Día sin IVA, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",81000COP,in stock,wc_post_id_10472,,"https://almadelascosas.com/wp-content/uploads/2021/10/Kit_madrina_alma_de_las_cosas_3.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_madrina_alma_de_las_cosas_4.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_madrina_alma_de_las_cosas_5.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Sin-titulo-1.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Kit_madrina_alma_de_las_cosas_6.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,81000COP,new,published,,,,,,,
wc_post_id_10399,"Choker para compartir estrella","¡Este es el regalo perfecto para compartir con tu mejor amiga! Un choker para ti y uno para ella. Para recordar todos los días la amistad más increíble del mundo. 
 
Collares elaborados en perlas de vidrio, dije en zamak con baño de oro, broche en acero inoxidable. 
 
Incluye aretes tipo topos con poste antialergico y baño de oro.",https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-8-02-scaled.jpg,https://almadelascosas.com/producto/choker-para-compartir-estrella/,"Joyería y bisutería, Regalos para mí, Regalos para una amistad","Alma de las Cosas",36000COP,in stock,wc_post_id_10399,,"https://almadelascosas.com/wp-content/uploads/2021/10/Sin-título-8_Mesa-de-trabajo-1-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,36000COP,new,published,,,,,,,
Brújula metálica de los sueños_10342,"Brújula metálica de los sueños","Una brújula metálica para recordarle a alguien especial que el camino a sus sueños estará lleno de retos, ¡Pero lleno de satisfacción al mismo tiempo! Envíos a todo el país.Recibe este producto en: 1 - 3 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/Brujula_regalo_alma_de_las_cosas_4.jpg,https://almadelascosas.com/producto/brujula-metalica-de-los-suenos/,"Black Friday, Día sin IVA, Regalos para pareja, Regalos para una amistad","Alma de las Cosas",37500COP,in stock,Brújula metálica de los sueños_10342,,"https://almadelascosas.com/wp-content/uploads/2021/10/Brujula_regalo_alma_de_las_cosas.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Brujula_regalo_alma_de_las_cosas_2.jpg,https://almadelascosas.com/wp-content/uploads/2021/10/Brujula_regalo_alma_de_las_cosas_3.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,37500COP,new,published,,,,,,,
KITAMORYAMISTAD_9920,"KIT AMOR Y AMISTAD","Un dulce regalo para darle a la persona que quieres o para compartir en pareja, la magia de regalar es saber que la persona que reciba va a llevarse una linda sorpresa!Recibe este producto en: 1 – 3 días laborablesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/08/alma1.jpg,https://almadelascosas.com/producto/kit-amor-y-amistad-2/,"Bienestar y belleza, Baño, Jabones, Velas, Hogar y decoración, Regalos, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",84000COP,in stock,KITAMORYAMISTAD_9920,,"https://almadelascosas.com/wp-content/uploads/2021/08/alma-3.jpg,https://almadelascosas.com/wp-content/uploads/2021/08/alma2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,84000COP,new,published,,,,,,,
VELA_9929,"VELA PIDE UN DESEO","Qué mejor manera de sorprender a alguien que una vela de mensaje oculto. Una vez que la cera se haya derretido, un mensaje secreto se revelará. Deja que la magia de este regalo abrace a esa persona especialRecibe este producto en: 1 - 3 días laboralesEste producto se envía desde: Bogotá",https://almadelascosas.com/wp-content/uploads/2021/08/alma5.jpg,https://almadelascosas.com/producto/vela-pide-un-deseo/,"San Valentín, Aromaterapia, Velas, Hogar y decoración, Regalos para mí, Regalos para papá y mamá, Regalos para pareja, Regalos para un familiar, Regalos para una amistad","Alma de las Cosas",38000COP,in stock,VELA_9929,,"https://almadelascosas.com/wp-content/uploads/2021/08/alma6.jpg,https://almadelascosas.com/wp-content/uploads/2021/08/alma8.jpg,https://almadelascosas.com/wp-content/uploads/2021/08/alma7.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,38000COP,new,staging,,,,,,,
Manta XXL_8505,"Manta XXL","Manta XXL tejida a mano acogedora, pomposa y espectacular para llenar los espacios al mejor estilo nórdico. Disponible en 6 colores, Medidas 110x50 cm. Envíos a todo el país.Recibe este producto en:  5 - 6 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/05/IMG_7154-scaled-e1625522715842.jpg,https://almadelascosas.com/producto/manta-xxl/,"Accesorios, Arte y colección, Bordados de colección, Hogar y decoración, Regalos para mí","Alma de las Cosas",175000COP,in stock,Manta XXL_8505,,"https://almadelascosas.com/wp-content/uploads/2021/05/IMG_7153-scaled.jpg,https://almadelascosas.com/wp-content/uploads/2021/05/IMG_7192-scaled-e1625522642927.jpg,https://almadelascosas.com/wp-content/uploads/2021/05/IMG_7131-scaled-e1625522534979.jpg,https://almadelascosas.com/wp-content/uploads/2021/05/COLORES-MANTA-xxl.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,175000COP,new,published,,,,,,,
018_9361,"Bastidor Elefante Personalizable","Decorar tus espacios nunca ha sido tan divertido!! Este tierno bastidor de elefante es el detalle perfecto para ambientar cualquier rincón o ideal para regalar. Envíos a todo el país.Este producto se envía desde: BogotáRecibe este producto en: 4 - 6 días laborales",https://almadelascosas.com/wp-content/uploads/2021/06/IMG-20210628-WA0014-e1625522273402.jpg,https://almadelascosas.com/producto/bastidor-elefante-personalizable/,"Arte y colección, Niños y bebés, Decoración, Regalos para niños y niñas","Alma de las Cosas",90000COP,in stock,018_9361,,"https://almadelascosas.com/wp-content/uploads/2021/06/IMG-20210628-WA0010-e1625522309894.jpg,https://almadelascosas.com/wp-content/uploads/2021/06/IMG-20210628-WA0013.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,90000COP,new,published,,,,,,,
Perrito bordado a mano 50 cm_9420,"Perrito bordado a mano","Hola amigos, soy un perrito muy tierno y especial, me encanta dar abrazos y mi cuerpo es suave y blando. Un perrito bordado a mano con mucho amor para ser el mejor amigo de tu pequeñ@. Envíos a todo el país.Este producto se envía desde: MedellínRecibe este producto en: 3 - 5 días laborales",https://almadelascosas.com/wp-content/uploads/2021/10/IMG_20210705_115140-01-01-scaled.jpeg,https://almadelascosas.com/producto/perrito-bordado-a-mano/,"Niños y bebés, Juguetes, Regalos para niños y niñas","Alma de las Cosas",110000COP,in stock,Perrito bordado a mano 50 cm_9420,,"https://almadelascosas.com/wp-content/uploads/2021/10/IMG_20210705_114935-01-01-scaled.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,110000COP,new,published,,,,,,,
P17_8870,"Mini kit de proteínas","El mini kit de proteínas es una herramienta que relaciona al niñ@ con las proteínas, a través del juego, ayudando a que las reconozca e identifique sus características y beneficios, estimulando así el consumo de estos alimentos; pero también tiene otros beneficios que ayudan a desarrollar habilidades en l@s niñ@s como: la imaginación, la creatividad, lenguaje y comunicación, habilidades motrices, sociales, entre muchas otras.En la tarjeta de ideas de juego, encontraras muchas actividades divertidas y educativas, que podrás disfrutar en familia mientras aprenden. Envíos a todo el país.Recibe este producto en: 1 - 3 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/06/mini-Kit-proteinas-1.jpg,https://almadelascosas.com/producto/mini-kit-de-proteinas-juego-educativo/,"Niños y bebés, Educativos","Alma de las Cosas",57000COP,in stock,P17_8870,,"https://almadelascosas.com/wp-content/uploads/2021/06/mini-Kit-proteinas-2.jpg,https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-3.jpg,https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,57000COP,new,published,,,,,,,
P16_8869,"Kit de proteínas","El kit de proteínas es una herramienta que relaciona al niñ@ con las proteínas, a través del juego, ayudando a que las reconozca e identifique sus características y beneficios, estimulando así el consumo de estos alimentos; pero también tiene otros beneficios que ayudan a desarrollar habilidades en l@s niñ@s como: la imaginación, la creatividad, lenguaje y comunicación, habilidades motrices, sociales, entre muchas otras.En la tarjeta de ideas de juego, encontraras muchas actividades divertidas y educativas, que podrás disfrutar en familia mientras aprenden. Envíos  a todo el país.Recibe este producto en: 1 - 3 días laboralesEste producto se envía desde: Medellín",https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-1.jpg,https://almadelascosas.com/producto/kit-de-proteinas-juego-educativo/,"Niños y bebés, Educativos","Alma de las Cosas",94000COP,in stock,P16_8869,,"https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-2.jpg,https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-3.jpg,https://almadelascosas.com/wp-content/uploads/2021/06/Kit-proteinas-4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,94000COP,new,published,,,,,,,
